station_id,obsTime,ELEV,WDIR,WDSD,TEMP,HUMD,PRES,SUN,H_24R,H_FX,H_XD,H_FXT,D_TX,D_TXT,D_TN,D_TNT
C0R710,2020/4/14 18:00,117,91,5.2,20.8,0.59,1003.4,,0,-99,-99,-99,23.7,,20.5,
C0A860,2020/4/14 18:00,362,346,1.1,17,0.71,973.9,,0,-99,-99,-99,20.6,,10.4,
C0U940,2020/4/14 18:00,25,153,1,19.9,0.54,1014.9,,0,-99,-99,-99,23,,12.7,
C0S970,2020/4/14 18:00,19,305,2,19.9,0.69,1014.7,,0,-99,-99,-99,22.4,,18.6,
C0V260,2020/4/14 18:00,126,281,2.2,22.8,0.54,1001,,0,-99,-99,-99,27,,13.6,
C0H990,2020/4/14 18:00,3076,213,3.8,1.7,0.24,703.6,,0,-99,-99,-99,8.8,,0.3,
C0F9K0,2020/4/14 18:00,30,349,1.5,21,0.61,1011,,0,-99,-99,-99,21.8,,14.3,
C0AH90,2020/4/14 18:00,660,0,0,14.1,0.81,944,,0,-99,-99,-99,17.8,,4.4,
C0W150,2020/4/14 18:00,42,141,0.6,19.5,0.56,1011.7,,0,-99,-99,-99,22.3,,16.3,
C0F000,2020/4/14 18:00,273,301,0.5,18.6,0.67,981.8,,0,-99,-99,-99,23.3,,14,
C0M860,2020/4/14 18:00,578,18,0.3,18.5,0.56,950.3,,-99,-99,-99,-99,21.1,,12,
C0K410,2020/4/14 18:00,20,307,1.4,21,0.64,1012.5,,0,-99,-99,-99,23.9,,14.2,
C0R140,2020/4/14 18:00,740,344,1.9,16.6,0.7,934.6,,0,-99,-99,-99,22.6,,12.5,
C0V800,2020/4/14 18:00,256,271,1.4,22.1,0.52,984.4,,0,-99,-99,-99,25.2,,15.1,
C0S830,2020/4/14 18:00,288,302,0.5,18,0.7,985.6,,0,-99,-99,-99,23.2,,15.7,
C0S920,2020/4/14 18:00,98,321,1.2,19.2,0.73,1001.2,,0,-99,-99,-99,22.5,,14.6,
C0V640,2020/4/14 18:00,35,312,1.7,23.1,0.65,1011.5,,0,-99,-99,-99,24.2,,14.9,
C0AH80,2020/4/14 18:00,68,105,4.2,19.8,0.58,1006.7,,0,-99,-99,-99,23.1,,10,
C0K250,2020/4/14 18:00,12,0,0.2,20.5,0.69,1014.6,,0,-99,-99,-99,25.9,,11.8,
C0R840,2020/4/14 18:00,536,63,2.1,16.4,0.8,955.6,,0,-99,-99,-99,20.7,,14.1,
C0I410,2020/4/14 18:00,180,309,1.6,21.2,0.6,994.7,,0,-99,-99,-99,23.7,,13.8,
C0M410,2020/4/14 18:00,245,342,1.6,20.7,0.59,983.7,,0,-99,-99,-99,25.9,,12.4,
C0F9Z0,2020/4/14 18:00,3193,-99,-99,-99,-99,-99,,-99,-99,-99,-99,-999,,-999,
C0G810,2020/4/14 18:00,26,321,1,21.8,0.59,1012.7,,0,-99,-99,-99,25.1,,15.6,
C0U650,2020/4/14 18:00,442,21,1.5,15.9,0.69,966.5,,0,-99,-99,-99,20.5,,11.4,
C0D660,2020/4/14 18:00,65,228,0.9,21.1,0.54,1008,,0,-99,-99,-99,23.5,,14.7,
C0E540,2020/4/14 18:00,32,239,0.8,20.4,0.63,1012.4,,0,-99,-99,-99,23.8,,11.4,
C0W170,2020/4/14 18:00,42,17,2.4,16.3,0.66,1010.9,,0,-99,-99,-99,17.7,,14,
C0Z150,2020/4/14 18:00,27,258,0.7,20.8,0.57,1014.5,,0,-99,-99,-99,21.6,,13.7,
C0S840,2020/4/14 18:00,22,270,1,19.8,0.75,1016.1,,0,-99,-99,-99,23.5,,19.1,
C0H9A0,2020/4/14 18:00,1595,64,0.3,10.2,0.86,846.4,,0,-99,-99,-99,13.6,,6,
C0Z300,2020/4/14 18:00,182,196,1.2,18.8,0.73,997.5,,0,-99,-99,-99,21.9,,14.8,
C0G730,2020/4/14 18:00,27,312,0.3,20.7,0.6,1013.5,,0,-99,-99,-99,23.5,,13.5,
C0V730,2020/4/14 18:00,33,277,1.2,23.4,0.54,1012.4,,0.5,-99,-99,-99,26.3,,17.4,
C0SA00,2020/4/14 18:00,466,0,0,16.8,0.75,964,,0,-99,-99,-99,19.1,,12.8,
C0S900,2020/4/14 18:00,27,108,1.2,20.5,0.59,1014.8,,0,-99,-99,-99,22.8,,20,
C0C480,2020/4/14 18:00,105,0,0,21.6,0.5,1003.2,,0,-99,-99,-99,25.3,,14.1,
C0V720,2020/4/14 18:00,15,246,1.6,23.9,0.49,1014,,0,-99,-99,-99,25.4,,17.3,
C0UA60,2020/4/14 18:00,566,267,0.5,14.4,0.79,952,,0,-99,-99,-99,19.6,,10.4,
C0A980,2020/4/14 18:00,11,104,1.3,21.4,0.45,1014.9,,0,-99,-99,-99,25.6,,15.3,
C0C670,2020/4/14 18:00,250,221,0.9,20.2,0.55,987,,0,-99,-99,-99,23,,11.6,
C0K550,2020/4/14 18:00,15,322,1.3,21,0.64,1014.3,,0,-99,-99,-99,24.9,,13.7,
C0R350,2020/4/14 18:00,35,86,4.3,22.4,0.56,1012.3,,0,-99,-99,-99,24.8,,20.5,
C0T9F0,2020/4/14 18:00,251,0,0,17.6,0.72,988.3,,0,-99,-99,-99,22.6,,13.4,
C0D390,2020/4/14 18:00,146,0,0,19.7,0.66,997.1,,0,-99,-99,-99,24.7,,11.2,
C0E430,2020/4/14 18:00,258,0,0,17.4,0.79,989.4,,0,-99,-99,-99,23.4,,11.7,
C0O990,2020/4/14 18:00,18,300,1.3,22.6,0.59,1013.2,,0,-99,-99,-99,25.6,,13.1,
CM0010,2020/4/14 18:00,68,226,1,20.1,0.54,1008.2,,0,-99,-99,-99,24.4,,11.8,
C0K500,2020/4/14 18:00,12,302,0.9,21.3,0.61,1013.3,,0,-99,-99,-99,24.1,,13.7,
C0X260,2020/4/14 18:00,39,296,1.7,21.2,0.63,1011.8,,0,-99,-99,-99,24.7,,14.2,
C0ACA0,2020/4/14 18:00,25,74,1.2,21.2,0.47,1011.3,,0,-99,-99,-99,24.5,,14.8,
C0X180,2020/4/14 18:00,62,307,0.7,22.3,0.57,1007.3,,0,-99,-99,-99,25.5,,14.9,
C0F930,2020/4/14 18:00,100,0,0.2,20.2,0.64,1003.9,,0,-99,-99,-99,23.7,,13.8,
C0I010,2020/4/14 18:00,1562,226,0.9,10.5,0.78,848.7,,0,-99,-99,-99,14.7,,6.8,
C0R190,2020/4/14 18:00,32,237,0.7,23.5,0.54,1011.4,,0,-99,-99,-99,26.9,,14.1,
C0E420,2020/4/14 18:00,19,279,1.2,21,0.53,1011.5,,0,-99,-99,-99,23.2,,13.1,
C0I460,2020/4/14 18:00,110,2,1.5,22,0.56,1003.2,,0,-99,-99,-99,24.2,,13.8,
C0A9F0,2020/4/14 18:00,35,109,1.5,21.5,0.48,1012,,0,-99,-99,-99,24.4,,13.7,
C0F9A0,2020/4/14 18:00,425,218,0.8,18.6,0.7,967.5,,0,-99,-99,-99,23.1,,15,
C0O950,2020/4/14 18:00,4,328,1.6,22.8,0.58,1014.3,,0,-99,-99,-99,25.2,,15.8,
C0M760,2020/4/14 18:00,40,303,1.6,21.7,0.57,1011.4,,0,-99,-99,-99,25.5,,14.3,
C0AH70,2020/4/14 18:00,34,77,0.6,21.8,0.45,1012.1,,0,-99,-99,-99,24.4,,15.1,
C0V250,2020/4/14 18:00,298,265,0.9,21.6,0.51,980.8,,0,-99,-99,-99,27.3,,12.6,
C0U980,2020/4/14 18:00,573,162,2.1,14.4,0.79,952.2,,0,-99,-99,-99,19.9,,8.3,
C0S740,2020/4/14 18:00,289,206,1.2,18,0.75,985,,0,-99,-99,-99,21.7,,14.4,
C0A940,2020/4/14 18:00,49,0,0,19.7,0.61,1010.5,,0,-99,-99,-99,23.1,,11.9,
C0A920,2020/4/14 18:00,196,126,2.3,18.3,0.65,992.5,,0,-99,-99,-99,21.3,,14.4,
C0T870,2020/4/14 18:00,135,0,0,18.2,0.74,1001.3,,0,-99,-99,-99,21.1,,11,
C0O930,2020/4/14 18:00,69,314,0.5,22.2,0.59,1007.3,,0,-99,-99,-99,26.9,,12.7,
C0AI40,2020/4/14 18:00,37,130,1.7,21.8,0.47,1011.5,,0,-99,-99,-99,24.2,,15.3,
C0C460,2020/4/14 18:00,482,0,0,18.1,0.62,961.5,,0,-99,-99,-99,22.5,,12.5,
C0T9D0,2020/4/14 18:00,7,236,0.3,17.9,0.82,1017.1,,0,-99,-99,-99,24.7,,13.6,
C0I390,2020/4/14 18:00,1184,266,1.6,13.9,0.68,887,,0,-99,-99,-99,16.8,,6.2,
C0B020,2020/4/14 18:00,86,108,3.7,19,0.62,1004.3,,0.5,-99,-99,-99,20.5,,14.9,
CM0170,2020/4/14 18:00,106,248,2.2,20,0.65,1004.7,,0,-99,-99,-99,22.9,,12.9,
C0F860,2020/4/14 18:00,2215,210,1.4,8.4,0.4,780.1,,0,-99,-99,-99,14.2,,2.6,
C0U890,2020/4/14 18:00,116,288,0.9,19.8,0.68,1004.5,,0,-99,-99,-99,20.8,,12.9,
C0G800,2020/4/14 18:00,15,0,0.1,21,0.62,1014,,0,-99,-99,-99,23.6,,14.4,
C0F850,2020/4/14 18:00,379,296,1.3,19.1,0.61,971.8,,0,-99,-99,-99,22.2,,12.5,
C0AH50,2020/4/14 18:00,275,118,1.5,19.8,0.56,983.6,,0,-99,-99,-99,22.4,,13,
C0Z160,2020/4/14 18:00,124,311,0.9,19.3,0.64,1005.9,,0,-99,-99,-99,22.2,,13.2,
C0R540,2020/4/14 18:00,17,295,1.8,24.1,0.5,1013.3,,0,-99,-99,-99,25.3,,16.6,
C0K480,2020/4/14 18:00,56,327,1.8,20.2,0.7,1009.1,,0,-99,-99,-99,24.5,,14.5,
C0H890,2020/4/14 18:00,440,269,1.3,20,0.57,964.7,,0,-99,-99,-99,22.1,,10.8,
C0S770,2020/4/14 18:00,375,292,0.4,16.8,0.82,974,,0,-99,-99,-99,20,,15.5,
C0X230,2020/4/14 18:00,29,331,2,21.5,0.57,1013.7,,0,-99,-99,-99,25.2,,13.6,
C0B010,2020/4/14 18:00,38,133,2.3,20.6,0.54,1008.9,,0,-99,-99,-99,22.4,,11.2,
C0R490,2020/4/14 18:00,49,253,3,23,0.52,1009.4,,0,-99,-99,-99,25.8,,16.2,
C0V440,2020/4/14 18:00,27,300,1.4,23.7,0.57,1012,,0,-99,-99,-99,27.3,,17.2,
C0SA40,2020/4/14 18:00,200,209,0.7,19.2,0.67,994.5,,0,-99,-99,-99,22.5,,15.4,
C0Z280,2020/4/14 18:00,224,130,0.7,18.8,0.67,992.6,,0,-99,-99,-99,22.8,,13.8,
C0Z070,2020/4/14 18:00,247,13,1.2,18.1,0.7,988,,0,-99,-99,-99,22.3,,13.5,
CM0180,2020/4/14 18:00,313,86,0.5,21.1,0.58,980.6,,0,-99,-99,-99,26.1,,12.9,
C0T9N0,2020/4/14 18:00,261,0,0.2,18.3,0.76,987.4,,0,-99,-99,-99,21.7,,14.7,
C0R800,2020/4/14 18:00,131,121,1.9,20.6,0.6,1001,,0,-99,-99,-99,22.6,,18.4,
C0K470,2020/4/14 18:00,97,299,0.4,20.9,0.66,1004.5,,0,-99,-99,-99,24.4,,13.3,
C0R720,2020/4/14 18:00,214,56,2.6,19.5,0.66,992.5,,0,-99,-99,-99,21.1,,18,
C0V650,2020/4/14 18:00,28,314,2.8,22.8,0.6,1014.3,,0,-99,-99,-99,24.2,,16.4,
C0R830,2020/4/14 18:00,383,56,2.8,17.7,0.71,972.6,,0,-99,-99,-99,20,,15.9,
C0H9C0,2020/4/14 18:00,3402,336,0.5,-0.7,0.17,674.4,,0,-99,-99,-99,5.4,,-1.5,
C0U780,2020/4/14 18:00,15,150,1.5,20,0.56,1015.4,,0,-99,-99,-99,21.7,,13.7,
C0U760,2020/4/14 18:00,22,0,0,18,0.85,1016.2,,0,-99,-99,-99,22.8,,12.1,
C0X290,2020/4/14 18:00,10,348,2,22,0.62,1014.5,,0,-99,-99,-99,23.9,,15.9,
C0AD00,2020/4/14 18:00,86,88,0.8,21.4,0.59,1005.5,,0,-99,-99,-99,22.5,,16.4,
C0E830,2020/4/14 18:00,37,296,1.5,21,0.55,1011.3,,0,-99,-99,-99,21.5,,13.8,
C0K330,2020/4/14 18:00,38,322,1.4,21,0.6,1011.1,,0,-99,-99,-99,25.1,,14.2,
C0M660,2020/4/14 18:00,40,300,2.1,21,0.62,1011.7,,0,-99,-99,-99,24.1,,14,
C0D580,2020/4/14 18:00,120,0,0,19.8,0.66,1001.7,,0,-99,-99,-99,22.5,,10.3,
C0R640,2020/4/14 18:00,21,284,2.9,23.6,0.55,1013.2,,0,-99,-99,-99,24.8,,17.6,
C0E810,2020/4/14 18:00,53,258,1.5,19.8,0.63,1010.2,,0,-99,-99,-99,23.3,,10.9,
C0G830,2020/4/14 18:00,27,324,1.6,20.6,0.72,-99,,0,-99,-99,-99,23.4,,13.5,
C0A550,2020/4/14 18:00,422,0,0.1,15.4,0.84,968.2,,0,-99,-99,-99,19.5,,6.1,
C0G750,2020/4/14 18:00,31,262,0.7,20.5,0.65,1013.2,,-99,-99,-99,-99,24.1,,14.1,
C0Z270,2020/4/14 18:00,343,0,0.2,17.5,0.71,978.2,,0,-99,-99,-99,20.2,,12.6,
C0UA30,2020/4/14 18:00,1397,0,0.1,8.7,1,861.5,,0,-99,-99,-99,14.8,,5.1,
C0I080,2020/4/14 18:00,536,0,0,18.1,0.7,957.5,,0,-99,-99,-99,22,,11,
C0UA00,2020/4/14 18:00,392,330,0.5,17.1,0.67,972.6,,0,-99,-99,-99,23.4,,9.6,
C0AD40,2020/4/14 18:00,32,129,0.7,20.7,0.54,1011.1,,0,-99,-99,-99,24.2,,14.4,
C0G900,2020/4/14 18:00,20,328,1.2,21.9,0.6,1012.8,,0,-99,-99,-99,23.4,,15.9,
C0S660,2020/4/14 18:00,794,286,0.3,14.5,0.78,929.2,,0,-99,-99,-99,19.4,,11.1,
C0M640,2020/4/14 18:00,155,232,0.9,21.5,0.55,997.9,,0,-99,-99,-99,23.9,,16.7,
C0R660,2020/4/14 18:00,20,26,2.2,23.7,0.51,1013.9,,0,-99,-99,-99,25.3,,17.9,
C0UA10,2020/4/14 18:00,1711,0,0,7.8,1,832.1,,0,-99,-99,-99,14.5,,2.5,
C0V770,2020/4/14 18:00,26,305,1.5,22.9,0.54,1012.5,,0,-99,-99,-99,25.7,,16.4,
C0E730,2020/4/14 18:00,26,252,0.3,21.8,0.51,1011.2,,0,-99,-99,-99,23.5,,13.5,
C0V810,2020/4/14 18:00,32,285,2.2,22.6,0.57,1010.9,,0,-99,-99,-99,23.7,,18.4,
C0A9C0,2020/4/14 18:00,35,133,1.8,21.3,0.54,1012.1,,0,-99,-99,-99,23.6,,14.1,
C0X310,2020/4/14 18:00,9,333,3.2,22.2,0.57,1015.4,,0,-99,-99,-99,24.9,,15.7,
C0K280,2020/4/14 18:00,23,0,0,21.1,0.6,1015.3,,0,-99,-99,-99,24.8,,12.8,
C0M650,2020/4/14 18:00,20,321,1,21.4,0.59,1013.8,,0,-99,-99,-99,23.9,,14.2,
C0S910,2020/4/14 18:00,212,69,0.8,19.3,0.66,994.1,,0,-99,-99,-99,21.5,,18.9,
C0D570,2020/4/14 18:00,15,0,0,20.8,0.63,1014.1,,0,-99,-99,-99,24.6,,10.7,
C0M710,2020/4/14 18:00,15,315,2,21.2,0.61,1014.2,,0,-99,-99,-99,23,,14.6,
C0V490,2020/4/14 18:00,20,276,1.6,22.9,0.53,1013.6,,0,-99,-99,-99,24.9,,19.4,
C0E870,2020/4/14 18:00,34,278,0.7,20.9,0.56,1013.5,,0,-99,-99,-99,23.1,,11.7,
C0M800,2020/4/14 18:00,440,293,0.3,20.2,0.54,966,,0,-99,-99,-99,22.4,,12.3,
C0A570,2020/4/14 18:00,360,91,0.6,17,0.67,975.2,,0,-99,-99,-99,20.1,,7.8,
C0S790,2020/4/14 18:00,236,316,0.8,17.7,0.73,991.7,,0,-99,-99,-99,23.5,,14.8,
C0D590,2020/4/14 18:00,143,0,0,19.4,0.65,1000.2,,0,-99,-99,-99,23.5,,13.1,
C0U990,2020/4/14 18:00,31,98,1.1,20.4,0.58,1014.1,,0,-99,-99,-99,21.7,,13.2,
C0M700,2020/4/14 18:00,150,355,0.4,21.2,0.6,999.3,,0,-99,-99,-99,24.1,,14.1,
C0A970,2020/4/14 18:00,96,164,5.9,18.9,0.63,1005.8,,0,-99,-99,-99,23.2,,15.3,
CM0110,2020/4/14 18:00,7,342,1.3,21.1,0.56,1015.3,,-99,-99,-99,-99,23.6,,15.5,
C0S940,2020/4/14 18:00,150,275,2.3,18.8,0.65,999.4,,0,-99,-99,-99,25.2,,16.6,
C0X250,2020/4/14 18:00,33,303,1.3,22,0.52,1012,,0,-99,-99,-99,25.3,,15.5,
C0K520,2020/4/14 18:00,10,310,1.5,21,0.62,1013.7,,0,-99,-99,-99,24,,14.1,
C0Z200,2020/4/14 18:00,153,0,0.1,19.3,-99,1000.5,,0,-99,-99,-99,21.6,,13.3,
C0V740,2020/4/14 18:00,60,272,2.7,22.8,0.56,1009.5,,0,-99,-99,-99,25.7,,14.8,
C0V790,2020/4/14 18:00,410,232,3.3,20.8,0.52,967.9,,0,-99,-99,-99,24.8,,14.4,
C0G860,2020/4/14 18:00,45,274,1.9,21.6,0.55,1009.8,,0,-99,-99,-99,24.8,,16.1,
C0Z250,2020/4/14 18:00,1124,0,0,11,0.99,891.6,,0,-99,-99,-99,16,,7.8,
C0K440,2020/4/14 18:00,35,306,0.9,20.6,0.64,1012,,0,-99,-99,-99,24.1,,13.7,
C0T900,2020/4/14 18:00,160,0,0,18,0.71,997.3,,0,-99,-99,-99,22,,13,
C0F9V0,2020/4/14 18:00,525,289,1.8,18.4,0.75,957.2,,0,-99,-99,-99,21,,13.4,
C0UA20,2020/4/14 18:00,2619,211,4.2,4,0.48,-99,,0,-99,-99,-99,12.2,,1.8,
C0M850,2020/4/14 18:00,695,0,0,17.5,0.63,936.5,,0,-99,-99,-99,21.3,,11.7,
C0C620,2020/4/14 18:00,19,0,0.2,22,0.67,1012,,0,-99,-99,-99,29.4,,16,
C0I360,2020/4/14 18:00,300,267,2.5,20.7,0.53,980.4,,0,-99,-99,-99,22.4,,12.8,
C0M810,2020/4/14 18:00,1354,315,0.7,11.5,0.83,867,,0,-99,-99,-99,14.8,,7,
C0A560,2020/4/14 18:00,405,0,0.2,16.7,0.68,970,,0,6.6,173,,21,,7,
C0X190,2020/4/14 18:00,10,344,1.6,22.7,0.53,1014.1,,0,-99,-99,-99,24.3,,18.2,
C0S950,2020/4/14 18:00,415,267,0.3,17.2,0.76,969,,0,-99,-99,-99,20,,13.8,
C0A880,2020/4/14 18:00,6,172,1.7,19.5,0.57,1014.2,,0,7.1,189,,22.4,,11,
C0I530,2020/4/14 18:00,3014,222,5.7,1.4,0.29,-99,,-99,-99,-99,-99,8.1,,0.9,
C0M670,2020/4/14 18:00,43,299,1.7,21.5,0.58,1010.3,,0,-99,-99,-99,25.2,,14.4,
C0Z061,2020/4/14 18:00,174,108,0.4,19.2,0.69,1000.2,,0,-99,-99,-99,24.3,,14.3,
C0M730,2020/4/14 18:00,40,316,0.5,22.5,0.5,1010.5,,0,-99,-99,-99,25.7,,15.2,
C0U750,2020/4/14 18:00,398,195,3.3,16,0.7,970.2,,0,-99,-99,-99,18.7,,13.1,
C0A650,2020/4/14 18:00,287,0,0,17.7,0.68,982.9,,0,-99,-99,-99,21,,7,
C0K400,2020/4/14 18:00,65,294,1.5,21.1,0.61,1009,,0,-99,-99,-99,24.2,,14.1,
C0I370,2020/4/14 18:00,671,239,1.6,17.9,0.62,940.7,,0,-99,-99,-99,20.8,,9.5,
C0S750,2020/4/14 18:00,2280,0,0.1,5.3,1,772.2,,0,-99,-99,-99,11,,3.3,
C0R650,2020/4/14 18:00,29,259,1.6,23.2,0.54,1013.4,,0,-99,-99,-99,26.6,,15.9,
C0E740,2020/4/14 18:00,27,0,0.2,20.8,-99,1006.6,,0,-99,-99,-99,23.5,,10.9,
C0AI20,2020/4/14 18:00,25,111,2.9,19.7,0.57,1012.7,,0,-99,-99,-99,21.5,,15.9,
C0E550,2020/4/14 18:00,84,0,0,20.3,0.54,1006.7,,0,-99,-99,-99,23,,10.8,
C0X060,2020/4/14 18:00,19,334,2,22,0.53,1015.2,,0,-99,-99,-99,25.3,,14,
C0R510,2020/4/14 18:00,31,299,1.8,23.8,0.49,1011,,0,-99,-99,-99,26.6,,16.9,
C0AC60,2020/4/14 18:00,55,0,0.1,22.2,0.44,1008.9,,0,-99,-99,-99,25.6,,12.5,
C0UA70,2020/4/14 18:00,547,160,2.9,14.9,0.82,954.3,,0,-99,-99,-99,19.8,,11.5,
C0G740,2020/4/14 18:00,24,285,1,20.9,0.58,1013.3,,0,-99,-99,-99,23.8,,15,
C0F9N0,2020/4/14 18:00,75,240,1.4,22.1,0.57,1006.8,,0,-99,-99,-99,24.8,,16.1,
C0F9T0,2020/4/14 18:00,111,291,2,21.1,0.57,1002.1,,0,-99,-99,-99,23.8,,15.7,
C0S710,2020/4/14 18:00,382,0,0.2,17.4,0.72,974.4,,0,-99,-99,-99,20.6,,14.2,
C0M680,2020/4/14 18:00,37,306,1,21.8,0.59,1013.1,,0,-99,-99,-99,24.7,,13.8,
C0X220,2020/4/14 18:00,26,310,1.6,21.8,0.51,1012.6,,0,-99,-99,-99,24.2,,15.4,
C0R560,2020/4/14 18:00,22,235,2.1,22.9,0.55,1013.6,,0,-99,-99,-99,25.4,,16.3,
C0F9P0,2020/4/14 18:00,26,345,1,21.3,0.64,1013.4,,0,-99,-99,-99,22.8,,14.9,
C0O970,2020/4/14 18:00,71,306,1.3,22,0.62,1007.4,,0,-99,-99,-99,26.8,,13.4,
C0F0B0,2020/4/14 18:00,311,325,1.4,19.2,0.61,980.1,,0,-99,-99,-99,22,,12.3,
C0R700,2020/4/14 18:00,19,105,4.9,21.7,0.54,1014.2,,0,10.7,102,,23.9,,20.1,
C0R780,2020/4/14 18:00,72,73,2.6,21.2,0.58,1009.9,,0,-99,-99,-99,22.8,,19.9,
C0R620,2020/4/14 18:00,34,75,1.6,21.6,0.57,1013.2,,0,-99,-99,-99,24.7,,21.1,
C0C660,2020/4/14 18:00,176,244,0.5,20.7,0.57,995.4,,0,-99,-99,-99,23.6,,13.9,
C0SA10,2020/4/14 18:00,411,291,0.8,17,0.74,970.3,,0,-99,-99,-99,21.5,,13.5,
C0M740,2020/4/14 18:00,15,323,1.4,21.2,0.62,1013.3,,0,-99,-99,-99,23.8,,13.8,
C0K460,2020/4/14 18:00,60,279,1.9,21.7,0.54,1008,,0,-99,-99,-99,24.2,,14.6,
C0X100,2020/4/14 18:00,10,317,1.5,23,0.43,1012.6,,0,-99,-99,-99,24.8,,18.5,
C0K560,2020/4/14 18:00,117,351,0.9,21.3,0.59,1003.1,,0,-99,-99,-99,24.9,,13.2,
C0R150,2020/4/14 18:00,105,258,1.1,23.1,0.53,1002.4,,0,-99,-99,-99,27.9,,16.6,
C0S690,2020/4/14 18:00,522,0,0.1,16.2,0.75,957.8,,0,-99,-99,-99,19.4,,13.9,
C0U870,2020/4/14 18:00,474,34,0.4,15,0.74,963.2,,0,-99,-99,-99,19.6,,11.2,
C0A520,2020/4/14 18:00,48,55,1.1,21.8,0.51,1010,,0,-99,-99,-99,24.9,,14.8,
C0X130,2020/4/14 18:00,27,335,1.6,22.7,0.53,1011.9,,0,-99,-99,-99,25.4,,15.4,
C0V400,2020/4/14 18:00,56,294,2.4,22.9,0.62,1008.5,,0,-99,-99,-99,24.8,,15.3,
C0UA40,2020/4/14 18:00,1121,207,2,10.5,0.94,891.1,,0,-99,-99,-99,15.1,,5.9,
C0G720,2020/4/14 18:00,50,312,2.1,20.7,0.62,1009.6,,0,-99,-99,-99,23.9,,14.3,
C0G890,2020/4/14 18:00,24,298,1.2,21.2,0.6,1012.9,,0,-99,-99,-99,23.4,,16.4,
C0I540,2020/4/14 18:00,3344,-99,-99,0.1,0.11,680,,-99,-99,-99,-99,6,,-0.6,
C0K390,2020/4/14 18:00,31,301,2,21.4,0.58,1012.2,,0,-99,-99,-99,24.1,,13.9,
C0R730,2020/4/14 18:00,163,78,2.9,20.3,0.59,998.1,,0,8.8,77,,24.9,,17.7,
C0T9A0,2020/4/14 18:00,498,0,0,15.4,0.73,960.6,,0,-99,-99,-99,19.7,,10.8,
C0AH40,2020/4/14 18:00,426,126,0.7,18.1,0.68,964.4,,0,-99,-99,-99,20.6,,13.3,
C0X280,2020/4/14 18:00,22,346,2.1,22,0.55,1013.4,,0,-99,-99,-99,24.4,,15.1,
C0V620,2020/4/14 18:00,18,296,1.8,22.6,0.64,1013.6,,0,-99,-99,-99,24,,16.2,
C0H960,2020/4/14 18:00,120,0,0.1,21.5,0.59,1000.5,,0,-99,-99,-99,23.6,,13.7,
C0M530,2020/4/14 18:00,1385,0,0,11.5,0.81,869.4,,0,-99,-99,-99,14.3,,7.1,
C0R170,2020/4/14 18:00,26,275,0.8,23.2,0.51,1012.8,,0,-99,-99,-99,27.7,,16.1,
C0I420,2020/4/14 18:00,305,225,1.4,20.8,0.59,980.5,,0,-99,-99,-99,23.3,,11.9,
C0A640,2020/4/14 18:00,241,301,0.6,18,0.6,990.3,,0,-99,-99,-99,22.3,,9.9,
C0A930,2020/4/14 18:00,216,0,0,18.4,0.7,989.2,,0,-99,-99,-99,20.3,,12.7,
C0F9M0,2020/4/14 18:00,230,317,1.5,19.5,0.53,989,,0,-99,-99,-99,22.6,,14.4,
C0AC40,2020/4/14 18:00,1079,-99,-99,-99,-99,-99,,-99,-99,-99,-99,-999,,-999,
C0AI00,2020/4/14 18:00,188,109,1.1,19.2,0.66,994.8,,0,-99,-99,-99,25.9,,12.1,
C0T9M0,2020/4/14 18:00,92,266,1.7,19.2,0.66,1008.2,,0,-99,-99,-99,23.8,,15.5,
C0S960,2020/4/14 18:00,32,281,1.9,21,0.58,1013.3,,0,-99,-99,-99,22.3,,16.9,
C0K430,2020/4/14 18:00,30,287,1.5,20.8,0.63,1013.2,,0,-99,-99,-99,23.5,,13.3,
C0Z170,2020/4/14 18:00,199,0,0,20.4,0.61,995.8,,0,-99,-99,-99,24.9,,15.1,
C0Z100,2020/4/14 18:00,36,0,0,19.2,0.75,1014.5,,0,-99,-99,-99,23.7,,12.8,
C0U710,2020/4/14 18:00,1942,273,0.6,6.3,0.99,807.4,,0,-99,-99,-99,12.3,,2.5,
C0SA30,2020/4/14 18:00,92,302,1.1,19.3,0.66,1007.2,,0,-99,-99,-99,22.5,,17.1,
C0V500,2020/4/14 18:00,6,259,0.3,23.4,0.6,1013.2,,0,-99,-99,-99,26.1,,19.2,
CM0160,2020/4/14 18:00,159,358,1.2,20.6,0.59,999,,0,-99,-99,-99,26.3,,13,
C0V350,2020/4/14 18:00,36,253,1.4,23.3,0.59,1012.5,,0,-99,-99,-99,27.6,,13.5,
C0W120,2020/4/14 18:00,58,-99,-99,19.5,0.72,1009.6,,0,-99,-99,-99,21.7,,19.4,
C0R470,2020/4/14 18:00,103,243,2.2,23.4,0.51,1004.2,,0,-99,-99,-99,26.1,,16.2,
C0M770,2020/4/14 18:00,164,279,0.5,21.4,0.55,996.6,,0,-99,-99,-99,24,,14.6,
C0S930,2020/4/14 18:00,248,265,1.4,18.5,0.68,989.3,,0,-99,-99,-99,21.2,,14.5,
C0F9Y0,2020/4/14 18:00,3313,233,5.4,3.6,0.77,683.3,,0,17.2,233,,10.6,,0.8,
C0E790,2020/4/14 18:00,344,288,1,19,0.62,975.6,,0,-99,-99,-99,22.1,,13.4,
C0O810,2020/4/14 18:00,161,168,0.6,21.8,0.7,997.6,,0,-99,-99,-99,25.7,,15,
